Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions
ONC,—,Tislelizumab (anti-PD1) plus ociperlimab (anti-TIGIT) - (AdvanTIG-204),Small cell lung cancer (SCLC) ,Phase 2,04/09/2024,"Phase 2 data presented at AACR reported that in patients with untreated limited-stage SCLC, tislelizumab + cCRT yielded a trend of improvement in PFS and ORR vs cCRT; addition of ociperlimab did not s",110.0
BGNE,$154.02 ,BGB-10188,Solid tumors ,Phase 1a,04/09/2024,Phase 1a data presented at AACR reported that BGB‑10188 + tislelizumab showed preliminary antitumor activity and was generally safe and tolerable across doses in this heavily pretreated population of,106.0
ONC,—,BGB-10188,Solid tumors ,Phase 1a,04/09/2024,Phase 1a data presented at AACR reported that BGB‑10188 + tislelizumab showed preliminary antitumor activity and was generally safe and tolerable across doses in this heavily pretreated population of,110.0
CCCC,$7.97 ,CFT8634,Synovial sarcoma ,Phase 1,04/09/2024,"Phase 1 data presented at AACR reported that selective targeting of EP300 with targeted protein degradation is a safe and effective treatment strategy for advanced tumors, noted April 9, 2024.",71.0
BCYC,$23.07 ,BT7455,EphA2-expressing cancers ,Preclinical,04/09/2024,"Preclinical data shared at AACR reported that treatment engages EphA2 and CD137 with high affinity, resulting in potent EphA2-dependent activity in vitro and robust anti-tumor activity in vivo with in",69.0
APRE,$6.04 ,ATRN-119,Advanced solid tumors ,Phase 1/2,04/09/2024,Phase 1/2a trial shared at AACR reported that two of 12 patients achieved stable disease (SD): one patient from Dose level 1 (50 mg) who progressed on Day 112 and one patient from Dose level 3 (200 mg,5.0
YS,$0.90 ,PIKA Rabies Vaccine,Rabies ,Phase 3,04/10/2024,"Phase 3 trial met its primary endpoints, noted April 10, 2024.",93.0
WHWK,—,Nab-sirolimus in combination with fulvestrant,Breast Cancer ,Preclinical,04/10/2024,"Preclinical data presented at AACR reported that nab-sirolimus enhanced the cytotoxic effects of fulvestrant in HR+ breast cancer cells and PI3Ki in both HR+ and HR- breast cancer cells, noted April 1",47.0
BTAI,$2.63 ,Dexmedetomidine (BXCL501) - (TRANQUILITY III),Agitation associated with Alzheimer’s Disease ,Phase 3,04/10/2024,"Phase 3 expanded to In-Care study, trial planned to initiate soon following FDA meeting, noted April 10, 2024.",14.0
VSTM,$11.30 ,GFH375/VS-7375,Cancer KRAS G12D ,Preclinical,04/10/2024,"Preclinical data shared at AACR shown potent efficacy and safety of orally administered GFH375 in animal models, noted April 8, 2024.",61.0
GALT,$3.82 ,GR-MD-02 (belapectin) - (NAVIGATE),Non-alcoholic steatohepatitis (NASH) with cirrhosis ,Phase 2/3,04/10/2024,"5th DSMB recommends the continuation, without modifications, noted April 10, 2024.",64.0
ALKS,$26.14 ,ALKS 2680 - (Vibrance-1),Narcolepsy ,Phase 1,04/10/2024,Phase 1 demonstrated clinically meaningful and statistically significant improvements from baseline in mean sleep latency compared to placebo at all doses tested in both narcolepsy type 2 and idiopath,165.0
ACRV,$10.39 ,ACR-2316,"Dual WEE1 and PKMYT1 inhibitor, Solid tumors ",Preclinical,04/10/2024,"Preclinical data presented at AACR reported that treatment was highly potent across multiple human tumor cell lines and patient-derived ex vivo tumor models, noted April 10, 2024.",31.0
AIM,$0.56 ,"Ampligen, cisplatin and KEYTRUDA (pembrolizumab)",Ovarian cancer ,Phase 2,04/10/2024,"Phase 2 protocol planned interim results by leading the investigator to concluded that the combination therapy could be far more effective than pembrolizumab alone as a therapy for the disease, noted",2.0
BCTX,$2.73 ,Bria-Pros+,Prostate cancer ,Preclinical,04/10/2024,"Preclinical data reported that treatment engaged with multiple facets of the adaptive immune response, which may result in lasting anti-cancer effects in patients, noted April 10, 2024.",1.0
AMLX,$2.46 ,AMX0035 - (HELIOS),Wolfram Syndrome ,Phase 2,04/10/2024,"Phase 2 data demonstrated improvements in pancreatic function and glycemic control, as measured by C-peptide and other markers of glucose metabolism, rather than worsening typically expected with dise",89.0
REGN,$936.20 ,BNT116 and Libtayo - (LuCa-MERIT-1),Non-small cell lung cancer (NSCLC) ,Phase 1,04/10/2024,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs",105.0
BNTX,$88.65 ,BNT116 and Libtayo - (LuCa-MERIT-1),Non-small cell lung cancer (NSCLC) ,Phase 1,04/10/2024,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs",239.0
APVO,$2.40 ,ALG.APV-527,Solid tumors ,Phase 1,04/10/2024,"Phase 1 Cohort 5 dosing imminent, trial more than 50% enrolled, noted April 10, 2024.",3.0
APVO,$2.40 ,mipletamig (APVO711),Solid tumors ,Preclinical,04/10/2024,"Preclinical studies ongoing, in vivo studies have confirmed that APVO711 reduces the size of PD-L1-expressing tumors, noted April 10, 2024.",3.0
CRBU,$4.35 ,CB-012,Acute Myeloid Leukemia (AML) ,Preclinical,04/10/2024,"Preclinical data presented at AACR reported that in robust tumor control, leading to significant prolongation of survival in AML xenograft models, noted April 10, 2024.",93.0
VRTX,$397.58 ,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy ",Phase 2,04/10/2024,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we",256.0
ALPN,$47.04 ,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy ",Phase 2,04/10/2024,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we",68.0
KRYS,$175.70 ,KB707 - (KYANITE-1),Solid Tumors ,Preclinical,04/10/2024,"Preclinical data shared at AACR reported that KB703/KB704 treatment enhanced the frequency of IFNγ-expressing T cells both in the tumor and tumor-draining lymph node, leading to higher levels of circu",28.0
LPCN,$6.41 ,LPCN 2401,"Obesity, Chronic Weight Management ",Phase 2,04/11/2024,Phase 2 treatment resulted in statistically significant body composition improvement in men Increased lean mass (LM) by 4.4% and decreased fat mass (FM) by 6.7%. Reduced android fat (AF) by 4.1% and i,5.0
PRTC,$27.93 ,LYT-200,"Solid tumors, urothelial and head and neck cancers, acute myeloid leukemia (AML) ",Phase 1/2,04/11/2024,"Fast track designation granted by the FDA, noted April 11, 2024.",24.0
CLYM,—,Budoprutug (TNT119),Systemic lupus erythematosus ,Phase 2,04/11/2024,"Phase 2 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67.0
CLYM,—,Budoprutug (TNT119),Immune thrombocytopenia ,Phase 2,04/11/2024,"Phase 2 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67.0
CLYM,—,Budoprutug (TNT119),Membranous nephropathy ,Phase 1,04/11/2024,"Phase 1 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67.0
BOLD,$11.63 ,BBI-355/BBI-825 - (POTENTIATE),Resistance gene amplifications ,Phase 1/2,04/11/2024,"Phase 1/2 dosing commenced, noted April 11, 2024.",22.0
AZN,$69.02 ,FASENRA (benralizumab) - (TATE),Eosinophilic asthma aged 6 to 11 with an eosinophilic phenotype ,Approved,04/11/2024,"FDA approved on April 11, 2024.",
RARE,$42.87 ,GTX-102 - (Aspire),Angelman Syndrome ,Phase 1/2,04/15/2024,"Phase 1/2 data from expansion cohorts showed rapid, clinically meaningful improvement across multiple domains; improvements consistent or exceeding Dose-escalation Cohorts data at Day 170, noted April",96.0
LGND,$79.77 ,ZTALMY (ganaxolone) - (RAISE),Refractory status epilepticus (RSE) ,Phase 3,04/15/2024,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,19.0
MRNS,$1.30 ,ZTALMY (ganaxolone) - (RAISE),Refractory status epilepticus (RSE) ,Phase 3,04/15/2024,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,55.0
TFFP,$3.52 ,TFF TAC (Tacrolimus Inhalation Powder),Lung transplant (post) ,Phase 2,04/15/2024,Phase 2 updates data to be presented at the upcoming ISHLT 2024 meeting provided strong biomarker evidence that treatment with TFF TAC results in normalization of rejection-related genes; the treatmen,4.0
VIRX,$0.78 ,Nanatinostat - (NAVAL-1),Epstein Barr Virus-associated cancers ,Phase 2,04/15/2024,Phase 2 Stage 1 data from patients in the Nana-val treatment arm achieved clinically meaningful anti-tumor responses with an overall response rate of 50% and a complete response rate of 20% in the int,39.0
RNAZ,$0.54 ,TTX-MC138,Metastatic solid tumors ,Phase 1/2,04/15/2024,"IND clearance by the FDA, noted April 15, 2024.",
ONVO,$1.35 ,FXR314,MASH & Primary Biliary Cholangitis ,Phase 2,04/15/2024,"Phase 2 16-week details study results demonstrated a statistically significant reduction in liver fat content from baseline in patients receiving FXR314 compared to placebo, noted April 15, 2024.",1.0
CORT,$23.15 ,Dazucorilant (DAZALS),Amyotrophic Lateral Sclerosis (ALS) ,Phase 2,04/15/2024,"Phase 2 enrollment completed, noted April 15, 2024.",105.0
EWTX,$16.48 ,sevasemten (EDG-5506) - (ARCH),Becker muscular dystrophy (BMD) ,Phase 1b,04/15/2024,"Phase 1b 24-months topline data showed that significant decreases were observed in circulating levels of creatine kinase (CK) and fast skeletal muscle troponin I (TNNI2), biomarkers associated with sk",105.0
ORIC,$9.54 ,ORIC-114,"Tumors - EGFR/HER2 Exon 20 Inhibitor, 1L NSCLC ",Phase 1b,04/15/2024,"Phase 1b expansion cohorts initiated, noted April 15, 2024.",97.0
TELO,$8.84 ,Telomir-1,Age-related conditions ,Preclinical,04/15/2024,"Preclinical data confirmed our hypothesis that TELOMIR-1 affects telomere length, promoting its extension in primary cell strains including MRC-5, HUVEC, and MSCs (~40% increase), noted April 15, 2024",32.0
LBPH,$18.25 ,Bexicaserin (LP352) - (DEEp OCEAN),Adolescent and adult patients with developmental and epileptic encephalopathies (DEEs) ,Phase 1/2,04/15/2024,"Phase 1b/2a data presented at the AAN Annual Meeting reported that treatment with bexicaserin reduced seizures in all participant subgroups, including LGS and DEE Other, noted April 15, 2024.",39.0
NVS,$94.41 ,Fabhalta (iptacopan),IgA nephropathy (IgAN) ,Phase 3,04/15/2024,"Phase 3 data show clinically meaningful and statistically significant proteinuria reduction of 38.3% versus placebo, noted April 15, 2024.",
HALO,$38.38 ,Efgartigimod - (ADHERE),Chronic inflammatory demyelinating polyneuropathy (CIDP) ,Phase 3,04/16/2024,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",116.0
ARGX,$370.68 ,Efgartigimod - (ADHERE),Chronic inflammatory demyelinating polyneuropathy (CIDP) ,Phase 3,04/16/2024,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",60.0
ZLAB,$14.42 ,Efgartigimod - (ADHERE),Chronic inflammatory demyelinating polyneuropathy (CIDP) ,Phase 3,04/16/2024,"Phase 3 data presented at AAN reported that 67% of patients treated with VYVGART Hytrulo demonstrated evidence of clinical improvement (ECI), including 40% who had achieved ECI by the earliest possibl",109.0
JNJ,—,CAPLYTA (lumateperone) - (Study 501),Major depressive disorder (MDD) ,Phase 3,04/16/2024,"Phase 3 topline results for the 42 mg Cohort achieved statistically significant and clinically meaningful results in both the primary and the key secondary endpoints, noted April 16, 2024.",
PRTC,$25.48 ,Deupirfenidone (LYT-100) - (ELEVATE IPF),Idiopathic pulmonary fibrosis (IPF) ,Phase 2,04/16/2024,"Phase 2 enrollment completed, noted April 16, 2024.",24.0
CGEM,$17.32 ,CLN-978,Relapsed/refractory B-cell non-Hodgkin lymphoma ,Phase 1,04/16/2024,"The company has discontinued enrollment in its B-NHL study to focus ongoing development on autoimmune indications, noted April 16, 2024.",59.0
PALI,$5.93 ,PALI-2108,Moderate-to-severe ulcerative colitis (UC) ,Preclinical,04/16/2024,"Preclinical data completion of exvivo analysis, noted April 16, 2024.",9.0
CMPX,$1.57 ,CTX-8371,Solid Tumors ,Phase 1,04/16/2024,"Phase 1 dosing initiated, noted April 16, 2024.",138.0
ABOS,$3.50 ,Sabirnetug (ACU193) - (INTERCEPT-AD),Alzheimer’s disease (AD) ,Phase 1,04/16/2024,"Phase 1 additional data presented at AAN demonstrated a favorable safety and tolerability profile in participants with early AD with a relatively low incidence of ARIA-E, noted April 16, 2024.",60.0
LEXX,$2.31 ,DehydraTECH-GLP-1 - (GLP-1-H24-2),"Healthy volunteers, Diabetes-related control, weight loss ",Preclinical,04/16/2024,"Preclinical approval has been received from an independent third-party ethics review board, for human pilot study #2, noted April 16, 2024.",19.0
CLNN,$6.20 ,CNM-Au8 - (VISIONARY-MS),Multiple Sclerosis ,Phase 2,04/16/2024,"Phase 2 LTE emonstrated significant evidence of repair and remyelination across multiple paraclinical endpoints, noted April 16, 2024.",9.0
PXMD,$0.66 ,PAX-HAT-301,Stage 1 Trypanosoma Brucei Rhodesiense Human African Trypanosomiasis (Stage 1 TBR HAT) ,NDA Filing,04/16/2024,"NDA Company received an urgent request from the Ministry of Health (MOH) of Malawi, asking for emergency access to IV suramin to avert a potential humanitarian crisis brought on by dwindling supplies",10.0
TEVA,$13.09 ,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older. ,Approved,04/16/2024,"FDA approved on April 16, 2024.",
ALVO,$12.73 ,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older. ,Approved,04/16/2024,"FDA approved on April 16, 2024.",301.0
SAGE,$12.57 ,Dalzanemdor (SAGE-718) - (PRECEDENT),Mild cognitive impairment (MCI) ,Phase 2,04/17/2024,"Phase 2 data did not show statistically significant differences versus placebo on the primary endpoint , noted April 17, 2024.",62.0
SUPN,—,Dalzanemdor (SAGE-718) - (PRECEDENT),Mild cognitive impairment (MCI) ,Phase 2,04/17/2024,"Phase 2 data did not show statistically significant differences versus placebo on the primary endpoint , noted April 17, 2024.",56.0
LLY,$748.49 ,Zepbound (Tirzepatide) - (SURMOUNT-OSA),Obstructive Sleep Apnea (OSA) ,Phase 3,04/17/2024,"Phase 3 trial data showed tirzepatide injection (10 mg or 15 mg) significantly reduced the apnea-hypopnea index (AHI) compared to placebo, achieving the primary endpoints, noted April 17, 2024.",946.0
GSK,$38.91 ,Blujepa (Gepotidacin) - (EAGLE 2/3),Uncomplicated urinary tract infection (uUTI) ,Phase 3,04/17/2024,"Phase 3 EAGLE-1 data from ESCMID reported that gepotidacin (oral, two doses of 3,000mg) was non-inferior with 92.6% success rates when compared to 91.2% success rates for intramuscular (IM) ceftriaxon",
