Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded
PRLD,$4.99 ,PRT7732,lymphoid malignanciesÂ ,Preclinical,4/9/2024,"Preclinical data shared at AACR shows robust anti-tumor activity in vivo as monotherapy and in combination with chemotherapy, at well-tolerated doses, noted April 9, 2024.",56,377.87075,98.1302,4.7,4.99,4.91,0.059873401,0.043711433,0.004990307,0.054442169,0.8212,0.10664,0.32043
PRLD,$4.99 ,PRT2527,Solid tumors and hematological malignanciesÂ ,Preclinical,4/9/2024,"Additional preclinical data shared at the AACR provides improved depth and duration of response in combination with BTK/BCL2 inhibition, noted April 9, 2024.",56,377.87075,98.1302,4.7,4.99,4.91,0.059873401,0.043711433,0.004990307,0.054442169,0.8212,0.10664,0.32043
PRLD,$4.99 ,PRT3645,CancerÂ ,Preclinical,4/9/2024,"Preclinical data at AACR showed that drug is highly effective in combination with other targeted therapies in preclinical models of breast cancer, CRC and NSCLC, noted April 9, 2024.",56,377.87075,98.1302,4.7,4.99,4.91,0.059873401,0.043711433,0.004990307,0.054442169,0.8212,0.10664,0.32043
CRVS,$1.63 ,Soquelitinib - (CPI-818),Peripheral T-cell lymphoma (PTCL)Â ,Phase 3,4/9/2024,"Phase 3 dosing initiated, noted April 9, 2024.",74,79.93289,78.8561,1.71,1.63,1.47,-0.047913356,-0.15123097,0.004990307,0.054442169,2.85005,0.00986,0.31969
MCRB,$0.71 ,SER-155,"Gastrointestinal infections, bacteremia and graft versus host disease (GvHD)Â ",Phase 1b,4/9/2024,"Phase 1b cohort 2 patient enrollment completed, noted April 9, 2024.",8,107.12611,135.3566,14.648,14.188,12.722,-0.03190727,-0.140971029,0.004990307,0.054442169,12.45171,0.00305,4.95895
QLGN,$0.40 ,QN-302,"Pancreatic cancer, Prostate cancer and other solid tumorsÂ ",Phase 1,4/9/2024,"Phase 1 results demonstrated that for the first five patients (three of whom were PDAC patients), QN-302 is overall well-tolerated (no SAE) and they have reported a ""good"" quality of life during the d",1,2.516,64.7714,19.075,19.945,14.99,0.044599908,-0.240995265,0.004990307,0.054442169,1.26728,0.00734,0.03345
BCTX,$2.85 ,SV-BR-1-GM,Metastatic breast cancerÂ ,Phase 2,4/9/2024,"Phase 2 efficacy and safety data shared at AACR shows that Bria-IMT provides prolonged progression-free survival and clinical benefits in heavily pre-treated, ADC resistant breast cancer patients comp",1,62.00858,87.3342,439.49978,427.51479,341.99983,-0.027648332,-0.250826977,0.004990307,0.054442169,0,0,0.09448
BCTX,$2.85 ,Bria-IMT - (BRIA-ABC),Advanced breast cancerÂ ,Phase 2,4/9/2024,Phase 2 data shared at AACR showed that Bria-IMT's tumor reductions observed in all breast cancer subtypes in patients with intracranial disease underlines its potential clinical effectiveness in mana,1,62.00858,87.3342,439.49978,427.51479,341.99983,-0.027648332,-0.250826977,0.004990307,0.054442169,0,0,0.09448
IPHA,$2.60 ,IPH45,Nectin-4 expressing tumorsÂ ,Preclinical,4/9/2024,"Preclinical data presented at AACR reported that treatment effectively inhibits Nectin-4 expressing tumor growth both in vitro and in vivo, including in Enfortumab Vedotin (EV) refractory models, note",92,185.93657,79.6483,2.6,2.6,2.59,0,-0.003853569,0.004990307,0.054442169,0,0,0.04602
ALXO,$12.34 ,ALX148 (evorpacept) + rituximab and lenalidomide,Non-Hodgkin lymphoma (NHL)Â ,Phase 1,4/9/2024,"Phase 1 trial data presented at AACR reported that the best ORR of 94% and a CRR of 83%, noted April 9, 2024.",53,618.87669,92.3812,12.14,12.34,14.49,0.016340233,0.176952971,0.004990307,0.054442169,6.22301,0.10737,5.4246
GNPX,$3.07 ,REQORSA (GPX-001) with KEYTRUDA (pembrolizumab) - (Acclaim-2),Non-Small Cell Lung Cancer (NSCLC)Â ,Preclinical,4/9/2024,"Preclinical data presented at AACR reported that the NPRL2 treatment by itself led to a marked decrease in the size of lung metastases but pembrolizumab had no effect, noted April 9, 2024.",,5.86493,125.5804,148,153.5,115,0.036488293,-0.252280145,0.004990307,0.054442169,3.66133,0.16201,0.38958
CGEN,$2.36 ,COM503,Solid tumorsÂ ,Preclinical,4/9/2024,"Preclinical data shared at AACR found that COM503's activity is localized to the tumor microenvironment with the additional advantage of a wider therapeutic window than systemic IL-18 delivery, noted",93,211.29126,161.6351,2.33,2.36,2.03,0.012793351,-0.137832475,0.004990307,0.054442169,2.3365,0.02795,0.35894
GILD,$69.12 ,COM503,Solid tumorsÂ ,Preclinical,4/9/2024,"Preclinical data shared at AACR found that COM503's activity is localized to the tumor microenvironment with the additional advantage of a wider therapeutic window than systemic IL-18 delivery, noted",,87080.7007,25.0705,69.42,69.94,67.31,0.007462721,-0.030866196,0.004990307,0.054442169,1.81296,0.05626,414.61859
NTBL,$1.41 ,Volasertib,Relapsed/refractory acute myeloid leukemiaÂ ,Preclinical,4/9/2024,"Preclinical data presented at AACR suggest a strong correlation between volasertib resistant fractions treated with 31.6 and 100 nM of volasertib and AUCs, which could represent a suitable metric to s",9,0,11.5755,10.66325,10.66555,10.9553,0.000215671,0.027020107,0.004990307,0.054442169,0,0,0
PFE,$26.03 ,ABRYSVO - (MONeT),Respiratory syncytial virus (RSV)-associated lower respiratory tract disease (LRTD)Â ,Phase 3,4/9/2024,"Phase 3 trial met its primary endpoint, noted April 9, 2024.",,151642.8558,26.7971,26.58,26.78,25.69,0.007496287,-0.034057242,0.004990307,0.054442169,1.14785,0.03367,1210.28579
BGNE,$154.02 ,Tislelizumab (anti-PD1) plus ociperlimab (anti-TIGIT) - (AdvanTIG-204),Small cell lung cancer (SCLC)Â ,Phase 2,4/9/2024,"Phase 2 data presented at AACR reported that in patients with untreated limited-stage SCLC, tislelizumab + cCRT yielded a trend of improvement in PFS and ORR vs cCRT; addition of ociperlimab did not s",106,16093.59878,0,0,0,0,#DIV/0!,#DIV/0!,0.004990307,0.054442169,0,0,0
ONC,â€”,Tislelizumab (anti-PD1) plus ociperlimab (anti-TIGIT) - (AdvanTIG-204),Small cell lung cancer (SCLC)Â ,Phase 2,4/9/2024,"Phase 2 data presented at AACR reported that in patients with untreated limited-stage SCLC, tislelizumab + cCRT yielded a trend of improvement in PFS and ORR vs cCRT; addition of ociperlimab did not s",110,16093.59878,49.4643,149.75,154.02,134.05,0.028115227,-0.110754372,0.004990307,0.054442169,1.65346,0.10578,17.74326
BGNE,$154.02 ,BGB-10188,Solid tumorsÂ ,Phase 1a,4/9/2024,Phase 1a data presented at AACR reported that BGBâ€‘10188 + tislelizumab showed preliminary antitumor activity and was generally safe and tolerable across doses in this heavily pretreated population of,106,16093.59878,0,0,0,0,#DIV/0!,#DIV/0!,0.004990307,0.054442169,0,0,0
ONC,â€”,BGB-10188,Solid tumorsÂ ,Phase 1a,4/9/2024,Phase 1a data presented at AACR reported that BGBâ€‘10188 + tislelizumab showed preliminary antitumor activity and was generally safe and tolerable across doses in this heavily pretreated population of,110,16093.59878,49.4643,149.75,154.02,134.05,0.028115227,-0.110754372,0.004990307,0.054442169,1.65346,0.10578,17.74326
CCCC,$7.97 ,CFT8634,Synovial sarcomaÂ ,Phase 1,4/9/2024,"Phase 1 data presented at AACR reported that selective targeting of EP300 with targeted protein degradation is a safe and effective treatment strategy for advanced tumors, noted April 9, 2024.",71,546.74733,188.6694,7.66,7.97,6.83,0.039672509,-0.11468731,0.004990307,0.054442169,13.33713,0.05637,9.24566
BCYC,$23.07 ,BT7455,EphA2-expressing cancersÂ ,Preclinical,4/9/2024,"Preclinical data shared at AACR reported that treatment engages EphA2 and CD137 with high affinity, resulting in potent EphA2-dependent activity in vitro and robust anti-tumor activity in vivo with in",69,982.46329,65.9098,22.96,23.07,21.93,0.004779501,-0.045898009,0.004990307,0.054442169,5.97035,0.13263,7.37649
APRE,$6.04 ,ATRN-119,Advanced solid tumorsÂ ,Phase 1/2,4/9/2024,Phase 1/2a trial shared at AACR reported that two of 12 patients achieved stable disease (SD): one patient from Dose level 1 (50 mg) who progressed on Day 112 and one patient from Dose level 3 (200 mg,5,32.79524,101.1676,6.2,6.0394,5.85,-0.026244623,-0.058107631,0.004990307,0.054442169,1.94887,0.06963,0.04363
YS,$0.90 ,PIKA Rabies Vaccine,RabiesÂ ,Phase 3,4/10/2024,"Phase 3 trial met its primary endpoints, noted April 10, 2024.",93,169.49516,0,0,0,0,#DIV/0!,#DIV/0!,0.003936152,0.079342749,0,0,0
WHWK,â€”,Nab-sirolimus in combination with fulvestrant,Breast CancerÂ ,Preclinical,4/10/2024,"Preclinical data presented at AACR reported that nab-sirolimus enhanced the cytotoxic effects of fulvestrant in HR+ breast cancer cells and PI3Ki in both HR+ and HR- breast cancer cells, noted April 1",47,49.10841,137.48,2.1,2,1.82,-0.048790164,-0.143100844,0.003936152,0.079342749,3.84075,0,0.76471
BTAI,$2.63 ,Dexmedetomidine (BXCL501) - (TRANQUILITY III),Agitation associated with Alzheimerâ€™s DiseaseÂ ,Phase 3,4/10/2024,"Phase 3 expanded to In-Care study, trial planned to initiate soon following FDA meeting, noted April 10, 2024.",14,80.41661,134.8601,41.12,42.08,41.44,0.023077947,0.007751977,0.003936152,0.079342749,8.14721,0.00881,1.02688
VSTM,$11.30 ,GFH375/VS-7375,Cancer KRAS G12DÂ ,Preclinical,4/10/2024,"Preclinical data shared at AACR shown potent efficacy and safety of orally administered GFH375 in animal models, noted April 8, 2024.",61,285.83909,65.5951,11.74,11.3,10.84,-0.038199089,-0.079758818,0.003936152,0.079342749,2.50825,0.01894,1.04005
GALT,$3.82 ,GR-MD-02 (belapectin) - (NAVIGATE),Non-alcoholic steatohepatitis (NASH) with cirrhosisÂ ,Phase 2/3,4/10/2024,"5th DSMB recommends the continuation, without modifications, noted April 10, 2024.",64,236.47203,65.1492,3.94,3.82,3.38,-0.030930301,-0.153305014,0.003936152,0.079342749,3.62737,0.00641,2.47281
ALKS,$26.14 ,ALKS 2680 - (Vibrance-1),NarcolepsyÂ ,Phase 1,4/10/2024,Phase 1 demonstrated clinically meaningful and statistically significant improvements from baseline in mean sleep latency compared to placebo at all doses tested in both narcolepsy type 2 and idiopath,165,4422.47454,42.7603,26.73,26.14,24.01,-0.022319822,-0.10731612,0.003936152,0.079342749,8.47354,0.0131,53.07385
ACRV,$10.39 ,ACR-2316,"Dual WEE1 and PKMYT1 inhibitor, Solid tumorsÂ ",Preclinical,4/10/2024,"Preclinical data presented at AACR reported that treatment was highly potent across multiple human tumor cell lines and patient-derived ex vivo tumor models, noted April 10, 2024.",31,235.19792,123.5201,9.62,10.39,10.34,0.07699954,0.072175604,0.003936152,0.079342749,2.35439,0.02049,10.91246
AIM,$0.56 ,"Ampligen, cisplatin and KEYTRUDA (pembrolizumab)",Ovarian cancerÂ ,Phase 2,4/10/2024,"Phase 2 protocol planned interim results by leading the investigator to concluded that the combination therapy could be far more effective than pembrolizumab alone as a therapy for the disease, noted",2,76.21713,63.3467,0.37,0.365,0.355,-0.013605652,-0.041385216,0.003936152,0.079342749,0,0.0195,0.04281
BCTX,$2.73 ,Bria-Pros+,Prostate cancerÂ ,Preclinical,4/10/2024,"Preclinical data reported that treatment engaged with multiple facets of the adaptive immune response, which may result in lasting anti-cancer effects in patients, noted April 10, 2024.",1,59.13189,87.4939,427.51479,409.4998,323.99984,-0.043052469,-0.277245862,0.003936152,0.079342749,0,0,0.23505
AMLX,$2.46 ,AMX0035 - (HELIOS),Wolfram SyndromeÂ ,Phase 2,4/10/2024,"Phase 2 data demonstrated improvements in pancreatic function and glycemic control, as measured by C-peptide and other markers of glucose metabolism, rather than worsening typically expected with dise",89,166.74406,258.4846,2.67,2.46,2,-0.081917122,-0.288931292,0.003936152,0.079342749,8.86243,0.02915,7.79873
REGN,$936.20 ,BNT116 and Libtayo - (LuCa-MERIT-1),Non-small cell lung cancer (NSCLC)Â ,Phase 1,4/10/2024,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs",105,100605.827,16.8881,943.89,936.2,901.19,-0.008180505,-0.046293522,0.003936152,0.079342749,1.32271,0.11602,364.89799
BNTX,$88.65 ,BNT116 and Libtayo - (LuCa-MERIT-1),Non-small cell lung cancer (NSCLC)Â ,Phase 1,4/10/2024,"Phase 1 trial preliminary results presented at AACR reported that BNT116 + DTX shows encouraging antitumor activity, consistent induction of immune responses, a manageable safety profile, and no signs",239,21363.80774,34.0293,90.05,88.65,86.4,-0.015669039,-0.041377396,0.003936152,0.079342749,1.27674,0.10852,38.06959
APVO,$2.40 ,ALG.APV-527,Solid tumorsÂ ,Phase 1,4/10/2024,"Phase 1 Cohort 5 dosing imminent, trial more than 50% enrolled, noted April 10, 2024.",3,1.27872,118.6123,2412.40241,1776.00178,527.25053,-0.306258455,-1.520702556,0.003936152,0.079342749,6.42942,0.03701,1.75114
APVO,$2.40 ,mipletamig (APVO711),Solid tumorsÂ ,Preclinical,4/10/2024,"Preclinical studies ongoing, in vivo studies have confirmed that APVO711 reduces the size of PD-L1-expressing tumors, noted April 10, 2024.",3,1.27872,118.6123,2412.40241,1776.00178,527.25053,-0.306258455,-1.520702556,0.003936152,0.079342749,6.42942,0.03701,1.75114
CRBU,$4.35 ,CB-012,Acute Myeloid Leukemia (AML)Â ,Preclinical,4/10/2024,"Preclinical data presented at AACR reported that in robust tumor control, leading to significant prolongation of survival in AML xenograft models, noted April 10, 2024.",93,392.86808,92.1171,4.46,4.35,3.91,-0.024972921,-0.131611392,0.003936152,0.079342749,11.29577,0.04959,9.28858
VRTX,$397.58 ,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathyÂ ",Phase 2,4/10/2024,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we",256,102758.2656,27.1086,404.48,397.58,393.1,-0.01720612,-0.028538259,0.003936152,0.079342749,1.53816,0.19209,408.18743
ALPN,$47.04 ,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathyÂ ",Phase 2,4/10/2024,"Phase 1b/2a 240mg data presented at the World Congress of Nephrology showed that treatment continues to be well tolerated in IgA nephropathy, with UPCR reductions of greater than 60% observed at 36 we",68,67.50173,23.0024,7.7,7.75,7.5,0.006472515,-0.026317308,0.003936152,0.079342749,0,0.02553,0.03972
KRYS,$175.70 ,KB707 - (KYANITE-1),Solid TumorsÂ ,Preclinical,4/10/2024,"Preclinical data shared at AACR reported that KB703/KB704 treatment enhanced the frequency of IFNÎ³-expressing T cells both in the tumor and tumor-draining lymph node, leading to higher levels of circu",28,5010.00591,70.3148,179.77,175.7,169.64,-0.022900261,-0.057999711,0.003936152,0.079342749,7.62476,0.01445,43.04632
LPCN,$6.41 ,LPCN 2401,"Obesity, Chronic Weight ManagementÂ ",Phase 2,4/11/2024,Phase 2 treatment resulted in statistically significant body composition improvement in men Increased lean mass (LM) by 4.4% and decreased fat mass (FM) by 6.7%. Reduced android fat (AF) by 4.1% and i,5,34.07447,75.8804,6.51,6.41,5.44,-0.015480185,-0.179560395,0.020214052,0.074646878,2.04839,0.06649,14.13277
PRTC,$27.93 ,LYT-200,"Solid tumors, urothelial and head and neck cancers, acute myeloid leukemia (AML)Â ",Phase 1/2,4/11/2024,"Fast track designation granted by the FDA, noted April 11, 2024.",24,586.35375,50.3245,2.175,2.17,2.075,-0.002301497,-0.047067511,0.020214052,0.074646878,0,0.09069,1.33893
CLYM,â€”,Budoprutug (TNT119),Systemic lupus erythematosusÂ ,Phase 2,4/11/2024,"Phase 2 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67,128.43817,89.6996,2.67,4.58,4.18,0.539620526,0.448232774,0.020214052,0.074646878,0.04713,0.00002,179.10551
CLYM,â€”,Budoprutug (TNT119),Immune thrombocytopeniaÂ ,Phase 2,4/11/2024,"Phase 2 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67,128.43817,89.6996,2.67,4.58,4.18,0.539620526,0.448232774,0.020214052,0.074646878,0.04713,0.00002,179.10551
CLYM,â€”,Budoprutug (TNT119),Membranous nephropathyÂ ,Phase 1,4/11/2024,"Phase 1 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024.",67,128.43817,89.6996,2.67,4.58,4.18,0.539620526,0.448232774,0.020214052,0.074646878,0.04713,0.00002,179.10551
BOLD,$11.63 ,BBI-355/BBI-825 - (POTENTIATE),Resistance gene amplificationsÂ ,Phase 1/2,4/11/2024,"Phase 1/2 dosing commenced, noted April 11, 2024.",22,258.60976,0,11.87,11.63,11.3,-0.020426242,-0.049211483,0.020214052,0.074646878,0,0,1.81944
AZN,$69.02 ,FASENRA (benralizumab) - (TATE),Eosinophilic asthma aged 6 to 11 with an eosinophilic phenotypeÂ ,Approved,4/11/2024,"FDA approved on April 11, 2024.",,169936.3314,23.9938,107.32,109.62,109.14,0.021204814,0.016816436,0.020214052,0.074646878,0,0.22766,295.81242
RARE,$42.87 ,GTX-102 - (Aspire),Angelman SyndromeÂ ,Phase 1/2,4/15/2024,"Phase 1/2 data from expansion cohorts showed rapid, clinically meaningful improvement across multiple domains; improvements consistent or exceeding Dose-escalation Cohorts data at Day 170, noted April",96,3529.7309,51.6463,47,42.87,43.69,-0.091975321,-0.073028359,0.02923781,0.051203738,4.75909,0.10488,74.04914
LGND,$79.77 ,ZTALMY (ganaxolone) - (RAISE),Refractory status epilepticus (RSE)Â ,Phase 3,4/15/2024,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,19,1412.35074,41.7769,81.36,79.77,68.53,-0.019736258,-0.171612146,0.02923781,0.051203738,3.79595,0.26731,14.0108
MRNS,$1.30 ,ZTALMY (ganaxolone) - (RAISE),Refractory status epilepticus (RSE)Â ,Phase 3,4/15/2024,Phase 3 did not meet pre-defined stopping criteria at the interim analysis; Marinus has completed RAISE enrollment at approximately 100 patients with topline results expected summer 2024.,55,3971.16328,41.6345,53.5,53,52.51,-0.00938974,-0.018678026,0.02923781,0.051203738,0,0.00299,1.8815
