Ticker,Company,Price,Drug,Indication,Stage,Date,Catalyst,Shares
Add to portfolio,,,BTD,,,,,
,,,ODD,,,,,
NUVB,Nuvation Bio Inc. Class A,$2.94 ,IBTROZI (taletrectinib),ROS1+ Non–Small Cell Lung Cancer ,Phase 2,10/09/2024 ET,Phase 2 data from ESMO demonstrated durable responses and prolonged progression-free survival (PFS) with long-term follow up; median duration of response (DOR) and median PFS in TKI-naïve patients wer … read more,342.27M
Add to portfolio,,,ODD,,,,,
AGIO,Agios Pharmaceuticals Inc.,$44.31 ,AG-946,Myelodysplastic syndrome (MDS) ,Phase 2a,11/09/2024 ET,"Phase 2a FDA granted Orphan drug designation, noted Septemeber 11, 2024.",58.1M
Add to portfolio,,,ODD,,,,,
MRK,Merck & Company Inc.,$113.05 ,GARDASIL9 (V503-064 ),Human Papillomavirus (HPV) vaccine ,Phase 3,11/09/2024 ET,"Phase 3 met its primary and secondary endpoints, noted September 11, 2024.",2.5B
Add to portfolio,,,,,,,,
GSK,GSK plc American Depositary Shares (Each representing two),$43.27 ,GSK3943104 - (TH HSV REC-003),Herpes simplex virus (HSV) vaccine ,Phase 1/2,11/09/2024 ET,"Phase 1/2 trial did not meet the study's primary efficacy objective, noted September 11, 2024.",2.03B
Add to portfolio,,,,,,,,
REGN,Regeneron Pharmaceuticals Inc.,"$1,141.45 ",Dupixent (dupilumab),Chronic spontaneous urticaria (CSU) ,Phase 3,11/09/2024 ET,"Phase 3 met its primary and key secondary endpoints, noted September 11, 2024.",105.1M
Add to portfolio,,,,,,,,
SNY,Sanofi,$57.46 ,Dupixent (dupilumab),Chronic spontaneous urticaria (CSU) ,Phase 3,11/09/2024 ET,"Phase 3 met its primary and key secondary endpoints, noted September 11, 2024.",2.46B
Add to portfolio,,,,,,,,
REGN,Regeneron Pharmaceuticals Inc.,"$1,141.45 ",DUPIXENT (dupilumab),Bullous pemphigoid (BP) ,Phase 3,11/09/2024 ET,"Phase 3 trial met its primary and key secondary endpoints, noted September 11, 2024.",105.1M
Add to portfolio,,,,,,,,
SNY,Sanofi,$57.46 ,DUPIXENT (dupilumab),Bullous pemphigoid (BP) ,Phase 3,11/09/2024 ET,"Phase 3 trial met its primary and key secondary endpoints, noted September 11, 2024.",2.46B
Add to portfolio,,,,,,,,
BCTX,BriaCell Therapeutics Corp.,$9.60 ,Bria-IMT + check point inhibitor (CPI) - (investigator-initiated trial),Metastatic breast cancer ,Phase 2,11/09/2024 ET,"Phase 2 data reported a median overall survival of 15.6 months and OS of 15.6 months, noted September 11, 2024.",1.76M
Add to portfolio,,,,,,,,
OSTX,OS Therapies Incorporated,$3.51 ,OST-tADC-FRA-H,Ovarian Cancer ,Preclinical,11/09/2024 ET,"Preclinical data reported an average tumor volume of 10mm3 as compared with 1000 mm3 for the untreated animals, noted September 11, 2024.",31.89M
Add to portfolio,,,,,,,,
AIM,AIM ImmunoTech Inc.,$0.31 ,Ampligen (AMP-518),Post-COVID conditions ,Phase 2,11/09/2024 ET,"Phase 2 further analysis showed that patients with Long COVID were, on average, able to walk farther in a Six-Minute Walk Test (6MWT) when compared to subjects who received a placebo, noted September … read more",2.71M
Add to portfolio,,,,,,,,
KTRA,TuHURA Biosciences Inc.,$6.05 ,REM-001,Cutaneous Metastatic Breast Cancer (CMBC) ,Phase 3,11/09/2024 ET,"Kintara warns that without the merger, it may lack the financial resources to continue the REM-001 study or operate and may need to consider bankruptcy, noted September 11, 2024.",55.66M
Add to portfolio,,,FTD,,,,,
JNJ,Johnson & Johnson,$163.51 ,TREMFYA (Guselkumab),Ulcerative colitis ,Approved,11/09/2024 ET,"Approved September 11, 2024.",2.41B
Add to portfolio,,,View Clinical Trial Data,,,,,
NVS,Novartis AG,$115.28 ,TREMFYA (Guselkumab),Ulcerative colitis ,Approved,11/09/2024 ET,"Approved September 11, 2024.",1.98B
Add to portfolio,,,View Clinical Trial Data,,,,,
AMRN,Amarin Corporation plc,$0.59 ,VASCEPA (icosapent ethyl) - (REDUCE-IT),Cardiovascular disease ,Phase 1,11/09/2024 ET,"Phase 1 trial data presented at EASD reported that absolute risk reduction was 7.9% and 9.4% in first events with a number needed to treat of 13 and 11 for the primary and key secondary endpoints, not … read more",20.68M
Add to portfolio,,,,,,,,
AURA,Aura Biosciences Inc.,$9.79 ,AU-011 (belzupacap sarotalocan) (IVT administration) - (CoMpass),Uveal melanoma including choroidal melanoma ,Phase 2,12/09/2024 ET,"Phase 2 final results reported an 80% Tumor Control Rate, and 90% Visual Acuity Preservation, noted September 12, 2024.",62.12M
Add to portfolio,,,ODD,,,,,
SNY,Sanofi,$56.75 ,Losmapimod - (REACH),Facioscapulohumeral muscular dystrophy (FSHD) ,Phase 3,12/09/2024 ET,"Phase 3 trial study failed to show an improvement in relative surface area (RSA), a measure of reachable workspace (RWS), versus placebo at week 48, study did not meet primary endpoint. Fulcrum to sus … read more",2.46B
Add to portfolio,,,FTD,,,,,
FULC,Fulcrum Therapeutics Inc.,$3.44 ,Losmapimod - (REACH),Facioscapulohumeral muscular dystrophy (FSHD) ,Phase 3,12/09/2024 ET,"Phase 3 trial study failed to show an improvement in relative surface area (RSA), a measure of reachable workspace (RWS), versus placebo at week 48, study did not meet primary endpoint. Fulcrum to sus … read more",54.09M
Add to portfolio,,,FTD,,,,,
CVAC,CureVac N.V.,$3.09 ,Multivalent seasonal influenza vaccine,Influenza B strain ,Phase 2,12/09/2024 ET,"Phase 2 data suggest the vaccine candidates have an acceptable safety and reactogenicity profile for all mRNA formulations tested, noted September 12, 2024.",224.34M
Add to portfolio,,,,,,,,
GSK,GSK plc American Depositary Shares (Each representing two),$42.61 ,Multivalent seasonal influenza vaccine,Influenza B strain ,Phase 2,12/09/2024 ET,"Phase 2 data suggest the vaccine candidates have an acceptable safety and reactogenicity profile for all mRNA formulations tested, noted September 12, 2024.",2.03B
Add to portfolio,,,,,,,,
PMN,ProMIS Neurosciences Inc.,$1.25 ,PMN310 - (PRECISE-AD),Alzheimer's disease (AD) ,Preclinical,12/09/2024 ET,"Preclinical data showed little interaction with non-toxic species and did not bind to amyloid plaques, potentially reducing the risk of amyloid-related imaging abnormalities, noted September 12, 2024.",53.81M
Add to portfolio,,,FTD,,,,,
MCRB,Seres Therapeutics Inc.,$0.96 ,SER-155,"Gastrointestinal infections, bacteremia and graft versus host disease (GvHD) ",Phase 1b,12/09/2024 ET,"Phase 1b placebo-controlled Cohort 2 data readout significantly reduced bacterial bloodstream infections (BSIs) and systemic antibiotic exposure, with fewer cases of febrile neutropenia compared to pl … read more",8.75M
Add to portfolio,,,FTD,,,,,
,,,BTD,,,,,
MNPR,Monopar Therapeutics Inc.,$3.95 ,MNPR-101-Zr (uPAR),Solid tumors ,Phase 1,12/09/2024 ET,"Phase 1 Initial results showed high specificity and durable uptake of MNPR-101-Zr in metastatic tumors compared to normal tissue, aligning with conventional PET imaging, noted September 12, 2024.",6.17M
Add to portfolio,,,,,,,,
NKGN,NKGen Biotech Inc.,$0.87 ,Troculeucel (SNK01),Alzheimer's Disease ,Phase 1,12/09/2024 ET,"Phase 1 data from two of the first three patients in the cohort, treated with the highest dose of 6 billion cells, showed cognitive improvement from moderate to mild AD after three months, noted Septe … read more",124.38M
Add to portfolio,,,FTD,,,,,
DRUG,Bright Minds Biosciences Inc.,$1.25 ,BMB-101 - (BREAKTHROUGH),Dravet Syndrome ,Phase 2,12/09/2024 ET,"Phase 2 study initiated, noted September 12, 2024.",7.08M
Add to portfolio,,,,,,,,
VYNE,VYNE Therapeutics Inc.,$1.79 ,VYN202,Moderate-to-severe plaque psoriasis ,Phase 1a,12/09/2024 ET,"Phase 1a pharmacokinetic results demonstrated dose-dependent exposure of VYN202 in blood, study was generally well tolerated with no drug-related adverse events, noted September 12, 2024.",25.47M
Add to portfolio,,,,,,,,
VERA,Vera Therapeutics Inc.,$35.66 ,Atacicept - (ORIGIN 3),IgA Nephropathy ,Phase 3,12/09/2024 ET,"Phase 3 enrollment completed, noted September 12, 2024.",63.82M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
IPHA,Innate Pharma S.A.,$2.28 ,IPH5301 - (CHANCES),Solid tumors ,Phase 1,12/09/2024 ET,"Phase 1 data from ESMO noted that treatment was safe and well-tolerated with preliminary signals of monotherapy antitumor activity, noted September 12, 2024.",92.16M
Add to portfolio,,,,,,,,
NBIX,Neurocrine Biosciences Inc.,$121.28 ,Luvadaxistat (NBI-1065844),Cognitive Impairment Associated with Schizophrenia (CIAS) ,Phase 2,12/09/2024 ET,"Phase 2 trial failed to meet its primary endpoint, noted September 12, 2024.",99.71M
Add to portfolio,,,,,,,,
IMRX,Immuneering Corporation,$1.43 ,Atebimetinib (IMM-1-104) + mGnP,"Solid tumors, pancreatic cancer, melanoma ",Phase 2a,12/09/2024 ET,"Phase 2a data reported a complete or partial responses have been observed in the first two patients (2/5) to date, for an initial response rate of 40% and an initial disease control rate of 80%, with … read more",36.32M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
RHHBY,Roche Holding AG ADR,$38.71 ,Tecentriq Hybreza (atezolizumab and hyaluronidase-tqjs) with ENHANZE,"Lung, liver, skin and soft tissue cancer ",Approved,12/09/2024 ET,"Approved September 12, 2024.",6.36B
Add to portfolio,,,,,,,,
HALO,Halozyme Therapeutics Inc.,$60.54 ,Tecentriq Hybreza (atezolizumab and hyaluronidase-tqjs) with ENHANZE,"Lung, liver, skin and soft tissue cancer ",Approved,12/09/2024 ET,"Approved September 12, 2024.",116.97M
Add to portfolio,,,,,,,,
CVAC,CureVac N.V.,$3.44 ,CVGBM,Glioblastoma ,Phase 1,13/09/2024 ET,"Phase 1 data from ESMO reported the induction of cancer antigen-specific T-cell responses in 77% of evaluable patients following CVGBM monotherapy, noted September 13, 2024.",224.34M
Add to portfolio,,,,,,,,
PRLD,Prelude Therapeutics Incorporated,$2.77 ,PRT3789 with KEYTRUDA (pembrolizumab) - (SMARCA2/BRM),"SMARCA4-deleted cancers, solid tumors ",Phase 1,13/09/2024 ET,"Phase 1 data presented at ESMO showed signs of anti-tumor activity, including partial responses in 3 of 26 patients with heavily pre-treated NSCLC or esophageal cancer, and additional patients with pr … read more",56.6M
Add to portfolio,,,,,,,,
MRK,Merck & Company Inc.,$114.18 ,PRT3789 with KEYTRUDA (pembrolizumab) - (SMARCA2/BRM),"SMARCA4-deleted cancers, solid tumors ",Phase 1,13/09/2024 ET,"Phase 1 data presented at ESMO showed signs of anti-tumor activity, including partial responses in 3 of 26 patients with heavily pre-treated NSCLC or esophageal cancer, and additional patients with pr … read more",2.5B
Add to portfolio,,,,,,,,
RHHBY,Roche Holding AG ADR,$39.11 ,Ocrevus Zunovo,Multiple sclerosis (MS) or primary progressive MS ,Approved,13/09/2024 ET,"FDA approval on September 13, 2024.",6.36B
Add to portfolio,,,,,,,,
HALO,Halozyme Therapeutics Inc.,$62.30 ,Ocrevus Zunovo,Multiple sclerosis (MS) or primary progressive MS ,Approved,13/09/2024 ET,"FDA approval on September 13, 2024.",116.97M
Add to portfolio,,,,,,,,
REGN,Regeneron Pharmaceuticals Inc.,"$1,153.35 ",Dupixent (dupilumab),Chronic rhinosinusitis with nasal polyposis (CRSwNP) in adolescents aged 12 to 17 years ,Approved,13/09/2024 ET,"FDA approved on September 13, 2024.",105.1M
Add to portfolio,,,,,,,,
LLY,Eli Lilly and Company,$922.10 ,EBGLYSS (lebrikizumab-lbkz),Atopic Dermatitis ,Approved,13/09/2024 ET,"Approved September 13, 2024.",946.46M
Add to portfolio,,,View Clinical Trial Data,,,,,
CCCC,C4 Therapeutics Inc.,$6.44 ,CFT1946,Solid tumors ,Phase 1,13/09/2024 ET,"Phase 1 dose escalation data presented at ESMO showed it was well-tolerated across all doses with no dose-limiting toxicities and achieved dose-proportional pharmacokinetics, noted September 13, 2024.",71.17M
Add to portfolio,,,,,,,,
PFE,Pfizer Inc.,$28.35 ,SGN-PDL1V,Non-small cell lung cancer (NSCLC) and head and neck squamous cell carcinomas (HNSCC) ,Phase 1,13/09/2024 ET,"Phase 1 data presented at ESMO reported that treatment was generally well tolerated with no unexpected adverse events, and encouraging antitumor activity, noted September 13, 2023.",5.69B
Add to portfolio,,,,,,,,
BNTX,BioNTech SE,$123.40 ,BNT211,Solid tumors ,Phase 1/2,13/09/2024 ET,"Additional Phase 1/2 data from ESMO reported an objective response rate (ORR) was 38%, noted September 13, 2024.",239.97M
Add to portfolio,,,,,,,,
IMCR,Immunocore Holdings plc,$33.55 ,Brenetafusp (IMC-F106C) - (PRAME-A02),Solid tumors ,Phase 1,14/09/2024 ET,"Phase 1 ovarian data from ESMO reported that the median progression-free survival (PFS) was 3.3 months, and the overall survival (OS), while still maturing, was 73% at 6 months, noted September 14, 20 … read more",48.09M
Add to portfolio,,,,,,,,
ACRV,Acrivon Therapeutics Inc.,$8.91 ,ACR-368,"Platinum-resistant ovarian,(PROC) endometrial, and urothelial cancers ",Phase 2,14/09/2024 ET,"Phase 2 update from ESMO reported a overall response rate (ORR) = 62.5% observed in prospectively-selected ACR-368 OncoSignature-positive (BM+) patients with endometrial cancer, noted September 14, 20 … read more",31.46M
Add to portfolio,,,FTD,,,,,
,,,BTD,,,,,
PFE,Pfizer Inc.,$28.35 ,Ponsegromab,Cancer-associated cachexia ,Phase 2,14/09/2024 ET,"Phase 2 data from ESMO reported a significant and robust increases in body weight after 12 weeks across all doses: 2.02% (95% confidence interval (CI), -0.97 to 5.01%) in the 100 mg treatment group, 3 … read more",5.69B
Add to portfolio,,,,,,,,
INCY,Incyte Corporation,$63.56 ,INCB123667,"Late-stage cancers, ovarian cancer ",Phase 1,14/09/2024 ET,"Phase 1 safety and efficacy data from ESMO reported that the highest OR rate of 31.3% (5 responders, including 2 CRs) was found in the 50mg BID cohort, noted September 14, 2024.",196.32M
Add to portfolio,,,,,,,,
APVO,Aptevo Therapeutics Inc.,$13.13 ,ALG.APV-527,Solid tumors ,Phase 1,14/09/2024 ET,"Phase 1 interim data from ESMO report nine of 15 efficacy evaluable patients (60%) have a best overall response to date of stable disease (SD), noted September 14, 2024.",3.29M
Add to portfolio,,,,,,,,
ALMS,Alumis Inc.,$11.59 ,Subcutaneous lonigutamab - (LONGITUDE),Thyroid eye disease (TED) ,Phase 1/2,14/09/2024 ET,"Phase 1/2 preliminary safety, efficacy, and quality of life outcomes at ESOPRS reported that patients in cohort 1 (40 mg Q3W) achieved early clinical responses across manifestations of disease, noted … read more",104.06M
Add to portfolio,,,,,,,,
PFE,Pfizer Inc.,$28.35 ,Atirmociclib (PF-07220060) + PF-07104091,HR+/HER2- breast cancer ,Phase 1/2,14/09/2024 ET,"Phase 1b/2 data from ESMO showed a manageable safety profile and encouraging efficacy in patients with heavily pretreated HR+/HER2- breast cancer, noted September 14, 2024.",5.69B
Add to portfolio,,,,,,,,
BCYC,Bicycle Therapeutics plc,$27.02 ,BT5528 and OPDIVO (nivolumab),Solid tumors ,Phase 1/2,14/09/2024 ET,"Phase 1/2 data from ESMO reported that the ORR was 43% (6/14) (unconfirmed & confirmed) among patients who were EphA2+, compared with 20% (2/10) among patients who were EphA2, noted September 14, 202 … read more",69.31M
Add to portfolio,,,,,,,,
RPTX,Repare Therapeutics Inc.,$3.53 ,Camonsertib (RP-3500)/ RG6526)- (TRESR),Solid Tumors ,Phase 1/2,14/09/2024 ET,"Phase 1/2 data from ESMO reported that the overall response was 15% (7/46); 21% (7/33) excluding pts with confirmed non-biallelic LoF, noted September 14, 2024.",42.96M
Add to portfolio,,,,,,,,
ZLAB,Zai Lab Limited,$20.51 ,ZL-1218,Solid tumors ,Phase 1,14/09/2024 ET,"Phase 1 trial data from ESMO demonstrated reductions of more than 60% in CCR8+ cells and increased of CD8+ T cells, noted September 14, 2024.",109.96M
Add to portfolio,,,,,,,,
BCAB,BioAtla Inc.,$1.81 ,Ozuriftamab Vedotin (BA3021),"Solid Tumors, Non-small cell lung cancer (NSCLC), recurrent or metastatic squamous cell carcinoma of the head and neck (R/M SCCHN) ",Phase 2,14/09/2024 ET,"Phase 2 data from ESMO reported that treatment with ozuriftamab vedotin achieved durable responses and promising tumor control among a patient population with a median of 3 prior lines of therapy, not … read more",58.72M
Add to portfolio,,,FTD,,,,,
,,,View Clinical Trial Data,,,,,
INCY,Incyte Corporation,$63.56 ,Zynyz (retifanlimab-dlwr),Advanced Anal Cancer Patients ,Phase 3,14/09/2024 ET,"Phase 3 data reported that the median PFS was significantly higher in the R vs P arm (9.30 vs 7.39 mo) noted September 14, 2024.",196.32M
Add to portfolio,,,,,,,,
BNTX,BioNTech SE,$123.40 ,BNT113 and KEYTRUDA (pembrolizumab),Head and Neck Cancer / HPV ,Phase 2,14/09/2024 ET,"Phase 2 preliminary data from ESMO reported that 70% of patients mounted cellular immune responses against E6/7 as measured ex vivo by IFNγ ELISpot, noted September 14, 2024.",239.97M
Add to portfolio,,,View Clinical Trial Data,,,,,
MGNX,MacroGenics Inc.,$3.43 ,MGC018 - (TAMARACK),Metastatic castration-resistant prostate cancer (mCRPC) ,Phase 2,15/09/2024 ET,"Phase 2 data from ESMO reported a confirmed objective response rate (ORR) was 20.0% (n=9) and the unconfirmed ORR was 26.7%, noted September 15, 2024.",63.21M
Add to portfolio,,,,,,,,
LLY,Eli Lilly and Company,$921.93 ,177Lu-PNT2002 - (SPLASH),Metastatic Castration-Resistant Prostate Cancer ,Phase 3,15/09/2024 ET,"Phase 3 data from ESMO reported that the Overall Response Rate was 38.1% vs. 12.0% for the ARPI switch arm, including 9.3% Complete Responses, noted September 15, 2024.",946.46M
Add to portfolio,,,FTD,,,,,
LNTH,Lantheus Holdings Inc.,$107.51 ,177Lu-PNT2002 - (SPLASH),Metastatic Castration-Resistant Prostate Cancer ,Phase 3,15/09/2024 ET,"Phase 3 data from ESMO reported that the Overall Response Rate was 38.1% vs. 12.0% for the ARPI switch arm, including 9.3% Complete Responses, noted September 15, 2024.",67.99M
Add to portfolio,,,FTD,,,,,
REPL,Replimune Group Inc.,$10.46 ,RP1 (vusolimogene oderparepvec) and OPDIVO (nivolumab) - (IGNYTE-3),Non-melanoma (NMSC) / Non-small cell lung cancer (NSCLC) ,Phase 3,15/09/2024 ET,"Phase 3 data from ESMO reported a primary analysis shows clinically meaningful activity across all subgroups, including those who had received prior anti-PD1 and anti-CTLA-4 or had primary resistance … read more",78.06M
